人气排序,小说名称,作者,小说类型,总点击数,会员周点击数,总字数,评论数,评分,小说性质,写作进程,授权状态,更新时间
1462,光的幻想物语,绯想碳1,奇幻小说,23701,1,281806,571,0,VIP作品,连载中,专属作品,2016/2/8 9:06
1463,王牌进化,卷土,科幻小说,14838232,141,4280258,37424,7.4,公众作品,已经完本,Ａ级签约,2010/4/3 17:34
1464,我体内有本山海经,暴力快递员,都市小说,781605,41,1398707,3386,9.6,公众作品,已经完本,Ａ级签约,2015/3/4 12:37
1465,超级大中华,雾里看花风月,仙侠小说,463316,248,3323770,2697,9.9,公众作品,新书上传,Ａ级签约,2016/10/22 23:30
1466,秦时明月之邪道至极,轮回三生,二次元小说,125291,2,3341,1549,10,VIP作品,情节展开,专属作品,2015/10/7 20:06
1467,三国第一强兵,鲈州鱼,历史小说,2778246,68,3482568,6853,9.7,公众作品,已经完本,Ａ级签约,2014/5/4 22:35
1468,抗战之火线精英,九耳猫,军事小说,158246,289,3180924,478,10,公众作品,已经完本,签约作品,2016/8/1 11:49
1469,变身女学霸,醉卧笑伊人,二次元小说,1332027,197,1552626,23428,9.4,公众作品,已经完本,Ａ级签约,2015/10/15 16:15
1470,非凡洪荒,我自非凡,仙侠小说,2538127,230,10606870,8312,9.6,公众作品,新书上传,Ａ级签约,2016/10/22 23:44
1471,星际之原力武士,广林,科幻小说,138620,72,464503,636,10,公众作品,新书上传,Ａ级签约,2015/9/18 23:34
1472,宠物小精灵之自行圣道,嘻哈努力,二次元小说,160722,24,772013,2388,9.8,公众作品,连载中,签约作品,2016/10/19 22:09
1473,返真,全真道士梁兴扬,仙侠小说,200001,7,1271022,1856,9.9,公众作品,新书上传,Ａ级签约,2016/8/15 9:53
1474,武林逍遥行,沉默无言a,科幻小说,164060,52,1441141,799,0,VIP作品,已经完本,专属作品,2016/5/16 17:35
1475,进击的勇者姬,深渊噬水,二次元小说,13212,0,71688,195,0,VIP作品,新书上传,专属作品,2016/1/3 21:30
1476,超级好人,最无聊4,都市小说,131870,4,1320526,979,10,公众作品,新书上传,Ａ级签约,2015/10/11 0:09
1477,深海亮舰,能猫,科幻小说,76689,34,212703,492,4.3,VIP作品,新书上传,Ａ级,2015/7/1 5:36
1478,极道仙圣,水平面,仙侠小说,43505,30,863274,778,10,公众作品,连载中,签约作品,2016/8/7 17:34
1479,重生者修真传,真小学生,科幻小说,52967,18,141287,608,4,VIP作品,已经完本,Ａ级,2015/7/6 21:07
1480,神医圣手,小小羽,都市小说,4558086,135,3201540,17667,9.7,公众作品,已经完本,Ａ级签约,2013/7/26 21:07
1481,横穿天龙,尘埃有风吹过,武侠小说,123783,16,500780,579,0,VIP作品,情节展开,Ａ级,2015/5/26 10:07
1482,修仙传,归隐,仙侠小说,210619,149,6639651,498,9.4,公众作品,已经完本,签约作品,2016/7/18 18:26
1483,仙城之王,百里玺,仙侠小说,82196,76,3716992,2077,9.8,公众作品,连载中,签约作品,2016/10/22 23:29
1484,死神人力派遣公司,尖叫酒杯,科幻小说,94368,2,403315,415,10,VIP作品,新书上传,Ａ级,2015/7/27 20:06
1485,本源空间进化,飞鱼星光,科幻小说,185535,40,1458643,967,10,公众作品,已经完本,Ａ级签约,2015/6/17 14:55
1486,蜂窝网络与无人机战争,三座大山,科幻小说,414867,31,667969,2007,9.7,VIP作品,精彩纷呈,授权作品,2015/7/21 19:37
1487,现实游戏时代,慕景空,游戏小说,109712,19,463426,558,10,VIP作品,新书上传,Ａ级,2015/6/2 22:36
1488,锦衣当国,特别白,历史小说,8335537,159,3509801,41999,9,公众作品,已经完本,Ａ级签约,2012/1/12 13:42
1489,掌控美职篮,易文三不知,体育小说,183348,11,830110,1032,9.7,公众作品,已经完本,Ａ级签约,2015/4/6 15:30
1490,重活一九九五,一杆147,都市小说,530187,118,3333812,3312,9.6,公众作品,已经完本,Ａ级签约,2016/7/13 18:26
1491,死人经,冰临神下,武侠小说,2980148,189,3888817,8677,9.4,公众作品,已经完本,Ａ级签约,2016/4/18 18:48
1492,带着帝国系统回三国,叶家十二,历史小说,258931,48,1587857,1459,0,公众作品,已经完本,Ａ级签约,2016/2/26 0:49
1493,善良的死神,唐家三少,奇幻小说,23523591,14,3354768,4595,8.8,公众作品,已经完本,Ａ级签约,2011/12/2 12:07
1494,地狱城,北风凄凉,灵异小说,132482,3,823339,1315,10,公众作品,已经完本,Ａ级签约,2015/6/8 0:25
1495,超神量子师,此物天下绝响,科幻小说,49136,8,134308,171,10,VIP作品,已经完本,Ａ级,2015/4/24 15:20
1496,超能战神,古剑锋,玄幻小说,128069,78,3687390,1066,9.7,公众作品,连载中,签约作品,2016/6/5 11:45
1497,死亡女神,九片竹叶,科幻小说,103669,32,975487,1949,10,公众作品,已经完本,Ａ级签约,2016/3/19 21:44
1498,神雕生活录,荣若,武侠小说,69465,25,542017,269,10,公众作品,已经完本,签约作品,2015/7/3 12:32
1499,帝火丹王,平凡心,仙侠小说,158719,118,5585218,588,9.5,公众作品,连载中,签约作品,2016/10/23 9:27
1500,太古剑神,飘零幻,玄幻小说,129400,122,3777721,1226,10,公众作品,已经完本,签约作品,2016/9/8 13:54
1501,带着历史名将闯三国,唯我墨黑,游戏小说,505173,83,1662944,9054,9.8,公众作品,已经完本,Ａ级签约,2016/6/21 17:53
1502,黑长直女王,第二面镜子,奇幻小说,87263,15,1234911,1556,10,公众作品,已经完本,Ａ级签约,2015/8/26 12:35
1503,藤原家的幻想乡记事,小小鬼畜,二次元小说,23887,1,223326,1580,10,VIP作品,封笔,专属作品,2016/1/22 9:25
1504,西游之血族崛起,弃我,仙侠小说,62369,22,102091,295,0,VIP作品,新书上传,专属作品,2015/7/3 21:17
1505,轮回穿越归来,断仙魔道,都市小说,23611,6,118539,260,10,VIP作品,新书上传,专属作品,2015/5/10 8:50
1506,神级造物主,木允锋,都市小说,573459,57,876301,2963,9.7,公众作品,已经完本,Ａ级签约,2015/9/28 19:32
1507,灵狐变,喝点酒唱个曲儿,仙侠小说,41029,43,435678,1435,10,VIP作品,情节展开,Ａ级,2016/3/28 23:07
1508,无限之灵魂使徒,天堂之手,科幻小说,250646,235,2976566,2746,10,公众作品,情节展开,Ａ级签约,2016/10/23 20:10
1509,星际回收商,紫判官,科幻小说,155914,72,2135191,1364,10,公众作品,新书上传,Ａ级签约,2016/10/22 23:12
1510,重生日本做游戏,月雨白,都市小说,255892,193,2198333,2293,7.6,公众作品,新书上传,Ａ级签约,2016/10/22 21:55
1511,重生寻宝,噩梦格式化,都市小说,1406209,84,1406768,1516,9.4,公众作品,新书上传,Ａ级签约,2015/11/26 16:30
1512,陈二狗的妖孽人生,烽火戏诸侯,都市小说,21939200,1688,1076654,143361,9.2,公众作品,已经完本,Ａ级签约,2010/6/3 23:23
1513,网游之三国王者,想枕头的瞌睡,游戏小说,3448823,100,3995885,9903,9.8,公众作品,已经完本,Ａ级签约,2014/11/2 22:48
1514,妄想西游记,司徒雷锋,奇幻小说,189342,52,870059,877,10,VIP作品,新书上传,专属作品,2016/5/2 22:16
1515,某东方的红萌馆,左墨辉.QD,二次元小说,315799,28,1134749,2643,10,VIP作品,情节展开,驻站作品,2016/10/22 12:32
1516,高山牧场,醛石,都市小说,2715088,155,1995562,9497,9.8,公众作品,已经完本,Ａ级签约,2013/7/12 17:20
1517,幻想乡游戏,节操你在哪儿,二次元小说,79166,17,724281,1595,10,VIP作品,已经完本,专属作品,2016/9/27 21:30
1518,重生之一九九四,无解小提莫,都市小说,65643,61,352579,275,0,VIP作品,新书上传,Ａ级,2015/3/28 7:12
1519,洪荒截教仙尊,不吃草的青牛,仙侠小说,1183201,82,1926686,2197,7.9,公众作品,已经完本,Ａ级签约,2015/7/31 17:50
1520,名侦探柯南之恶魔守护,明雅流风,二次元小说,204335,124,966681,3308,9.9,公众作品,情节展开,Ａ级签约,2016/10/22 23:47
1521,位面入侵游戏,悲伤之人的绝唱,科幻小说,685959,57,996025,4204,9.8,公众作品,已经完本,Ａ级签约,2016/7/29 19:50
1522,检察官大人,程序员儿,职场小说,52350,17,149465,266,0,VIP作品,新书上传,专属作品,2015/6/7 23:27
1523,晚明,柯山梦,历史小说,2768421,414,2271264,19303,9.7,公众作品,已经完本,Ａ级签约,2014/3/28 8:30
1524,锦医卫,猫跳,历史小说,4230332,172,3718792,12494,9.6,公众作品,已经完本,Ａ级签约,2013/6/14 1:32
1525,王朝教父,临河羡鱼翁,体育小说,1903935,81,5523618,11724,9.7,公众作品,已经完本,Ａ级签约,2014/10/9 17:57
1526,超级抽奖,风少羽,都市小说,3553490,156,2349549,5267,9.2,公众作品,已经完本,Ａ级签约,2016/7/21 10:56
1527,纸扎店,芬果子本尊,灵异小说,75176,7,965351,2061,10,公众作品,新书上传,Ａ级签约,2016/6/21 21:43
1528,水浒天途,满窗月色,历史小说,55114,4,278513,263,0,VIP作品,新书上传,Ａ级,2015/3/15 20:55
1529,国之大贼,黑椒炒三国,历史小说,1460444,55,2851772,4515,9.5,公众作品,已经完本,Ａ级签约,2014/11/9 21:22
1530,很纯很暧昧前传,鱼人二代,都市小说,9883831,34,1668989,3434,5.7,公众作品,已经完本,Ａ级签约,2016/1/8 11:29
1531,鸣的大冒险,明若昏黄.QD,科幻小说,12915,1,302587,250,10,VIP作品,新书上传,专属作品,2016/3/21 14:43
1532,重生之安东尼,肉末大茄子,体育小说,225049,129,1109823,1429,9.7,公众作品,已经完本,Ａ级签约,2015/7/1 22:32
1533,清客,贼道三痴,历史小说,84645,23,681922,3149,9.9,公众作品,连载中,签约作品,2015/2/5 9:21
